Var1,Var2,Var3,Var4,Var5,Var6
0.4,-1.87612234001844,8.50814446334144e-10,1.5724948267886e-09,1193086495.18575,0.458939748583017
0.8,3.03562971320282,-1.37664661022981e-09,-2.54435007687733e-09,1193086495.18575,0.458939780834183
1.2,-3.03562971320282,1.37664669329138e-09,2.54435007687733e-09,1193086495.18575,0.458939748188689
1.6,1.87612234001844,-8.50814394999253e-10,-1.5724948267886e-09,1193086495.18575,0.458939781228524
